OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3462946,T20170023896,ABS to receive accident,Finished,14/12/2017,13.35.00,No,Struck Pedestrian,Thursday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,Yes,Day,Yes,Cross intersection,Fatal accident,70 km/hr,No,324832,145.10619,-37.89692,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2509340.067,2400459.991,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,No,1,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3462954,T20170023908,ABS to receive accident,Finished,14/12/2017,11.00.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,325024,144.02632,-38.29378,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2414814.374,2355978.054,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SURF COAST,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3462983,T20180000182,ABS to receive accident,Finished,4/01/2018,05.45.00,Yes,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,60 km/hr,No,328720,145.00274,-37.95104,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2500240.92,2394458.601,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3463028,T20170024737,ABS to receive accident,Finished,27/12/2017,11.00.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,325264,145.77017,-37.51555,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2568080.383,2442516.005,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,No,0,2,0,0,2,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3463043,T20180000219,ABS to receive accident,Finished,4/01/2018,07.46.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,325576,144.2866,-37.4225,Non-Intersection,HEPBURN,WESTERN REGION,2436860.613,2452880.394,2,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HEPBURN,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3463054,T20170023947,ABS to receive accident,Finished,12/12/2017,09.40.00,No,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,Yes,Not at intersection,Fatal accident,Camping grounds or off road,No,330871,144.12145,-37.37062,Non-Intersection,HEPBURN,WESTERN REGION,2422191.266,2458514.625,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,1,0,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HEPBURN,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3463060,T20170023959,ABS to receive accident,Finished,15/12/2017,11.35.00,No,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,T intersection,Fatal accident,70 km/hr,No,66216,145.31721,-37.82104,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2527927.769,2408840.302,2,2,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,"YARRA RANGES,MAROONDAH",METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3463098,T20180000262,ABS to receive accident,Finished,5/01/2018,05.30.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Yes,Dusk/Dawn,Yes,Not at intersection,Fatal accident,50 km/hr,Yes,325616,145.04522,-37.60696,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2503992.337,2432645.596,3,3,1,2,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3463118,T20170023143,ABS to receive accident,Finished,3/12/2017,18.47.00,Yes,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Fatal accident,100 km/hr,Yes,324376,142.41828,-35.33042,Intersection,YARRIAMBIACK,WESTERN REGION,2265236.207,2682075.07,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRIAMBIACK,WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3463131,T20170023547,ABS to receive accident,Finished,9/12/2017,13.00.00,No,Struck Pedestrian,Saturday,PED WALKING WITH TRAFFIC,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,324641,145.46861,-37.81012,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2541262.668,2409997.79,3,2,1,1,0,1,2,1,0,0,1,2,0,0,0,0,0,1,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3463141,T20170022365,ABS to receive accident,Finished,23/11/2017,12.43.00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Fatal accident,Not known,No,254820,144.87442,-37.84872,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2488947.795,2405807.91,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3463167,T20170023159,ABS to receive accident,Finished,4/12/2017,05.40.00,Yes,Collision with a fixed object,Monday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Unk.,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,324424,144.97405,-38.42962,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2497733.622,2341332.365,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3463188,T20170023583,ABS to receive accident,Finished,10/12/2017,09.27.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Fatal accident,90 km/hr,No,326252,144.55513,-37.42943,Non-Intersection,MACEDON RANGES,NORTHERN REGION,2460630.018,2452255.761,2,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,TOWNS,"TOWNS,RURAL_VICTORIA",MACEDON RANGES,NORTHERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3463197,T20170022393,ABS to receive accident,Finished,23/11/2017,12.07.00,No,No collision and no object struck,Thursday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,323968,142.56214,-37.59815,Non-Intersection,ARARAT,WESTERN REGION,2284758.314,2430867.832,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,ARARAT,WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3463359,T20170022473,ABS to receive accident,Finished,24/11/2017,15.00.00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Fatal accident,70 km/hr,No,36702,145.1192,-38.00911,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2510467.99,2388005.985,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3463369,T20170022878,ABS to receive accident,Finished,29/11/2017,14.50.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,324851,141.28909,-38.16328,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2174850.388,2364561.832,3,3,1,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GLENELG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3463370,T20170022879,ABS to receive accident,Finished,29/11/2017,19.39.00,Yes,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,324256,146.13753,-36.02231,Non-Intersection,MOIRA,NORTH EASTERN REGION,2602531.866,2607868.756,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOIRA,NORTH EASTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3463459,T20170022514,ABS to receive accident,Finished,25/11/2017,02.00.00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,324066,148.0009,-37.8489,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2764061.528,2401633.326,3,3,3,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3463530,T20170023335,ABS to receive accident,Finished,6/12/2017,17.25.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,70 km/hr,No,324520,145.20044,-37.74841,Non-Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2517664.081,2416929.649,2,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3463542,T20170022141,ABS to receive accident,Finished,20/11/2017,17.00.00,No,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Fatal accident,40 km/hr,No,324689,145.15194,-37.954,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2513353.76,2394119.267,2,2,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3463559,T20170022564,ABS to receive accident,Finished,25/11/2017,09.30.00,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,324065,143.35595,-37.42542,Non-Intersection,PYRENEES,WESTERN REGION,2354505.058,2451536.721,3,3,2,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,PYRENEES,WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3463619,T20170022600,ABS to receive accident,Finished,26/11/2017,01.00.00,Yes,Struck Pedestrian,Sunday,PED WALKING WITH TRAFFIC,Yes,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,No,324064,146.13595,-37.29586,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,2600703.788,2466569.287,2,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MANSFIELD,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3463636,T20170023403,ABS to receive accident,Finished,7/12/2017,17.10.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,324568,144.99894,-37.17907,Non-Intersection,MITCHELL,NORTHERN REGION,2499905.861,2480129.914,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MITCHELL,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3463749,T20170023468,ABS to receive accident,Finished,8/12/2017,15.15.00,No,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Fatal accident,60 km/hr,No,49887,144.32978,-38.14098,Intersection,GEELONG,SOUTH WESTERN REGION,2441243.798,2373168.502,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,1,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3464126,T20180003753,ABS to receive accident,Finished,26/02/2018,21.55.00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark No street lights,Yes,Not at intersection,Fatal accident,60 km/hr,No,327448,144.8755,-37.56818,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2489002.518,2436942.994,4,3,1,0,2,1,3,1,0,0,3,1,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3464164,T20180003347,ABS to receive accident,Finished,21/02/2018,08.35.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,329501,145.74167,-38.12287,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2565035.508,2375132.247,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3464194,T20180002925,ABS to receive accident,Finished,15/02/2018,11.07.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Cross intersection,Fatal accident,80 km/hr,Yes,29451,145.25182,-37.92727,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2522139.674,2397067.349,2,2,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3464198,T20180002930,ABS to receive accident,Finished,15/02/2018,09.25.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,40 km/hr,Yes,327133,143.69255,-38.04194,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2385231.224,2383581.143,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,COLAC OTWAY,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3464299,T20180002987,ABS to receive accident,Finished,16/02/2018,05.50.00,Yes,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,No,327134,145.41271,-37.57662,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2536453.031,2435934.567,3,1,1,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,1,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Metro
3464320,T20180003432,ABS to receive accident,Finished,22/02/2018,16.00.00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Fatal accident,40 km/hr,No,329072,144.9997,-37.8159,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2499973.171,2409457.461,2,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3464323,T20180002129,ABS to receive accident,Finished,3/02/2018,14.45.00,Yes,Collision with vehicle,Saturday,HEAD ON(OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,No,326728,143.7073,-38.31184,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2386932.505,2353640.292,5,1,1,0,0,4,5,0,0,2,2,0,0,1,0,0,0,0,0,0,No,0,3,0,2,1,0,RURAL_VICTORIA,RURAL_VICTORIA,COLAC OTWAY,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3464368,T20180003453,ABS to receive accident,Finished,22/02/2018,15.25.00,No,Collision with a fixed object,Thursday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,331574,143.25705,-38.74491,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2348434.945,2304937.31,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"COLAC OTWAY,CORANGAMITE",SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3464502,T20180002654,ABS to receive accident,Finished,11/02/2018,23.54.00,Yes,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Multiple intersection,Fatal accident,80 km/hr,No,47705,144.35867,-38.08417,Intersection,GEELONG,SOUTH WESTERN REGION,2443734.15,2379491.996,3,3,2,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,"A,C",Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Country
3464513,T20180003099,ABS to receive accident,Finished,17/02/2018,21.05.00,Yes,Collision with vehicle,Saturday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Fatal accident,60 km/hr,No,327185,145.4158,-36.36022,Intersection,SHEPPARTON,NORTH EASTERN REGION,2537315.683,2570906.693,2,2,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,SHEPPARTON,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3464585,T20180002258,ABS to receive accident,Finished,5/02/2018,14.45.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,326800,142.05461,-36.80193,Non-Intersection,HORSHAM,WESTERN REGION,2237227.564,2517912.497,4,4,1,2,1,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HORSHAM,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3464614,T20180003144,ABS to receive accident,Finished,18/02/2018,12.50.00,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,50 km/hr,No,330053,145.6152,-37.96301,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2554060.873,2392955.147,8,1,1,0,0,7,5,3,0,5,1,0,0,2,0,0,0,0,0,1,No,0,3,0,1,2,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3464621,T20180003159,ABS to receive accident,Finished,18/02/2018,18.40.00,Yes,Collision with vehicle,Sunday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,1298,145.65577,-38.07205,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2557542.514,2380828.319,3,3,1,2,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,"Freeway,Local Road",Divided,"Div,Undiv",Metro
3464950,T20180001194,ABS to receive accident,Finished,20/01/2018,10.14.00,No,No collision and no object struck,Saturday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,326248,145.71409,-38.33066,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,2562444.358,2352084.39,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3465024,T20180001664,ABS to receive accident,Finished,27/01/2018,06.37.00,Yes,No collision and no object struck,Saturday,OFF CARRIAGEWAY TO RIGHT,No,Dusk/Dawn,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,326465,142.57154,-37.15005,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,2284319.711,2480599.137,4,4,1,1,2,0,3,1,0,3,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,NORTHERN GRAMPIANS,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3465029,T20180000400,ABS to receive accident,Finished,7/01/2018,20.00.00,Yes,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,327123,147.17827,-36.72297,Non-Intersection,ALPINE,NORTH EASTERN REGION,2694548.387,2528513.111,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,ALPINE,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3465045,T20180000812,ABS to receive accident,Finished,14/01/2018,13.57.00,No,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,326872,145.95867,-38.4664,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,2583679.656,2336828.171,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,TOWNS,TOWNS,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3465173,T20180001727,ABS to receive accident,Finished,28/01/2018,09.30.00,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,326464,146.42577,-37.11534,Non-Intersection,(MOUNT BULLER),NORTH EASTERN REGION,2626694.759,2486253.026,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,SMALL_TOWNS,SMALL_TOWNS,(MOUNT BULLER),NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3465227,T20180001758,ABS to receive accident,Finished,28/01/2018,20.58.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,331746,144.6006,-37.64118,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2464752.452,2428774.811,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MELTON,METROPOLITAN NORTH WEST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3465243,T20180000514,ABS to receive accident,Finished,9/01/2018,22.30.00,Yes,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,No,331425,145.77275,-36.43368,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2569282.514,2562555.855,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SHEPPARTON,NORTH EASTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
